iter	Passed	Remaining
155	6415	159156
156	6454	159070
157	6491	158915
158	6531	158853
159	6569	158732
160	6609	158672
161	6645	158506
162	6683	158406
163	6724	158364
164	6763	158275
165	6803	158208
166	6843	158139
167	6883	158079
168	6921	157961
169	6957	157810
170	6999	157790
171	7039	157730
172	7081	157716
173	7121	157665
174	7160	157566
175	7202	157556
176	7241	157468
177	7284	157471
178	7322	157363
179	7354	157149
180	7392	157039
181	7433	157006
182	7473	156941
183	7511	156845
184	7542	156589
185	7582	156549
186	7619	156431
187	7657	156327
188	7693	156182
189	7734	156156
190	7776	156133
191	7811	155986
192	7848	155871
193	7885	155751
194	7923	155668
195	7970	155741
196	8001	155512
197	8037	155384
198	8076	155314
199	8111	155178
200	8156	155215
201	8196	155158
202	8236	155114
203	8274	155018
204	8314	154970
205	8353	154897
206	8392	154836
207	8429	154736
208	8468	154655
209	8505	154548
210	8539	154394
211	8576	154303
212	8611	154155
213	8650	154088
214	8687	153985
215	8725	153910
216	8766	153880
217	8800	153729
218	8838	153646
219	8879	153623
220	8913	153473
221	8953	153421
222	8989	153302
223	9025	153194
224	9066	153162
225	9102	153045
226	9146	153071
227	9190	153096
228	9228	153020
229	9268	152977
230	9303	152849
231	9344	152809
232	9376	152640
233	9418	152626
234	9458	152586
235	9497	152519
236	9534	152426
237	9575	152409
238	9615	152359
239	9653	152280
240	9690	152200
241	9728	152126
242	9761	151971
243	9801	151925
244	9842	151898
245	9885	151898
246	9922	151806
247	9959	151726
248	9996	151630
249	10034	151568
250	10073	151502
251	10110	151419
252	10143	151271
253	10183	151227
254	10224	151201
255	10260	151100
256	10303	151110
257	10342	151046
258	10377	150936
259	10415	150864
260	10454	150810
261	10500	150849
262	10539	150800
263	10575	150704
264	10612	150619
265	10651	150567
266	10684	150424
267	10721	150338
268	10754	150206
269	10790	150103
270	10827	150027
271	10859	149880
272	10897	149808
273	10936	149764
274	10968	149611
275	11005	149525
276	11035	149355
277	11077	149345
278	11118	149320
279	11155	149238
280	11195	149200
281	11235	149174
282	11275	149131
283	11311	149034
284	11345	148930
285	11385	148884
286	11423	148828
287	11463	148781
288	11504	148762
289	11539	148655
290	11573	148552
291	11610	148464
292	11643	148346
293	11681	148277
294	11722	148261
295	11761	148213
296	11803	148205
297	11844	148177
298	11881	148100
299	11926	148126
300	11965	148081
301	12008	148079
302	12050	148061
303	12087	147997
304	12126	147939
305	12162	147856
306	12197	147758
307	12238	147731
308	12276	147680
309	12315	147632
310	12351	147546
311	12389	147484
312	12426	147407
313	12462	147332
314	12502	147287
315	12542	147260
316	12581	147202
317	12618	147138
318	12656	147073
319	12691	146985
320	12723	146860
321	12759	146776
322	12795	146693
323	12833	146635
324	12872	146582
325	12907	146491
326	12942	146402
327	12983	146385
328	13016	146265
329	13048	146140
330	13090	146126
331	13131	146111
332	13174	146109
333	13213	146062
334	13251	146000
335	13290	145961
336	13329	145916
337	13367	145855
338	13404	145783
339	13438	145689
340	13472	145584
341	13511	145548
342	13554	145539
343	13593	145496
344	13637	145508
345	13677	145469
346	13709	145348
347	13743	145254
348	13781	145196
349	13813	145086
350	13853	145044
351	13884	144920
352	13920	144840
353	13955	144760
354	13993	144707
355	14032	144660
356	14066	144570
357	14104	144511
358	14143	144469
359	14184	144447
360	14221	144384
361	14261	144352
362	14300	144300
363	14336	144231
364	14374	144173
365	14413	144132
366	14452	144092
367	14493	144070
368	14532	144020
369	14569	143967
370	14610	143935
371	14647	143872
372	14688	143850
373	14725	143791
374	14761	143713
375	14798	143658
376	14836	143600
377	14869	143503
378	14904	143422
379	14943	143380
380	14988	143391
381	15022	143301
382	15061	143257
383	15102	143236
384	15140	143182
385	15179	143141
386	15218	143101
387	15253	143024
388	15292	142981
389	15331	142937
390	15370	142895
391	15403	142801
392	15440	142737
393	15479	142694
394	15519	142662
395	15560	142634
396	15602	142619
397	15637	142545
398	15674	142485
399	15710	142418
400	15747	142358
401	15788	142336
402	15824	142262
403	15858	142181
404	15900	142166
405	15940	142126
406	15984	142135
407	16023	142089
408	16059	142022
409	16098	141980
410	16131	141889
411	16164	141790
412	16206	141776
413	16243	141714
414	16285	141702
415	16324	141665
416	16362	141614
417	16401	141569
418	16436	141493
419	16476	141461
420	16517	141438
421	16555	141387
422	16593	141340
423	16632	141294
424	16669	141240
425	16706	141185
426	16741	141105
427	16776	141033
428	16808	140932
429	16841	140838
430	16878	140788
431	16912	140703
432	16951	140665
433	16987	140598
434	17022	140521
435	17056	140445
436	17096	140407
437	17136	140377
438	17169	140290
439	17207	140243
440	17242	140168
441	17280	140120
442	17324	140119
443	17359	140047
444	17396	139991
445	17438	139979
446	17479	139950
447	17520	139926
448	17554	139846
449	17589	139779
450	17621	139679
451	17654	139594
452	17690	139528
453	17727	139477
454	17761	139401
455	17801	139365
456	17838	139312
457	17875	139258
458	17912	139198
459	17957	139212
460	17997	139177
461	18042	139187
462	18078	139121
463	18121	139115
464	18161	139080
465	18198	139029
466	18236	138983
467	18266	138874
468	18308	138852
469	18345	138798
470	18388	138790
471	18429	138766
472	18470	138743
473	18507	138688
474	18542	138616
475	18579	138568
476	18621	138550
477	18660	138512
478	18694	138436
479	18731	138380
480	18782	138425
481	18825	138417
482	18861	138360
483	18896	138288
484	18937	138266
485	18981	138260
486	19017	138197
487	19058	138174
488	19097	138133
489	19141	138130
490	19181	138095
491	19218	138047
492	19255	137990
493	19295	137958
494	19334	137916
495	19373	137877
496	19409	137817
497	19447	137774
498	19490	137759
499	19532	137742
500	19569	137689
501	19609	137654
502	19643	137579
503	19682	137540
504	19722	137508
505	19758	137450
506	19795	137397
507	19833	137352
508	19867	137279
509	19906	137238
510	19945	137197
511	19990	137200
512	20029	137161
513	20066	137105
514	20102	137051
515	20133	136957
516	20171	136911
517	20207	136848
518	20246	136811
519	20285	136769
520	20329	136764
521	20360	136671
522	20397	136617
523	20435	136571
524	20473	136531
525	20518	136532
526	20558	136495
527	20600	136480
528	20639	136436
529	20673	136368
530	20710	136313
531	20742	136231
532	20776	136159
533	20807	136065
534	20841	135996
535	20876	135930
536	20912	135875
537	20949	135820
538	20990	135795
539	21031	135770
540	21068	135718
541	21101	135641
542	21140	135601
543	21176	135546
544	21211	135482
545	21246	135418
546	21279	135342
547	21321	135319
548	21362	135294
549	21401	135255
550	21445	135248
551	21483	135203
552	21519	135146
553	21560	135119
554	21604	135116
555	21644	135082
556	21683	135042
557	21726	135030
558	21758	134950
559	21796	134903
560	21842	134912
561	21885	134896
562	21928	134881
563	21973	134878
564	22010	134826
565	22040	134736
566	22077	134683
567	22117	134653
568	22157	134616
569	22193	134562
570	22235	134543
571	22272	134488
572	22302	134398
573	22349	134409
574	22401	134448
575	22435	134380
576	22472	134328
577	22506	134262
578	22542	134206
579	22578	134150
580	22621	134133
581	22650	134036
582	22688	133990
583	22726	133946
584	22766	133914
585	22799	133841
586	22836	133791
587	22866	133696
588	22905	133658
589	22941	133606
590	22979	133558
591	23020	133535
592	23057	133486
593	23097	133451
594	23132	133391
595	23169	133338
596	23201	133262
597	23238	133214
598	23276	133170
599	23317	133142
600	23358	133115
601	23398	133083
602	23434	133025
603	23473	132987
604	23509	132938
605	23544	132872
606	23582	132832
607	23619	132783
608	23657	132738
609	23689	132663
610	23728	132621
611	23770	132604
612	23815	132599
613	23860	132595
614	23902	132569
615	23945	132552
616	23986	132527
617	24022	132473
618	24058	132418
619	24097	132380
620	24138	132352
621	24203	132459
622	24234	132375
623	24274	132342
624	24309	132284
625	24354	132276
626	24414	132351
627	24448	132286
628	24483	132225
629	24526	132210
630	24565	132171
631	24599	132103
632	24644	132098
633	24685	132069
634	24730	132066
635	24767	132014
636	24805	131973
637	24842	131921
638	24881	131884
639	24914	131810
640	24959	131808
641	24992	131735
642	25030	131692
643	25065	131630
644	25102	131584
645	25134	131508
646	25171	131458
647	25205	131394
648	25238	131328
649	25272	131261
650	25310	131219
651	25346	131165
652	25397	131190
653	25439	131167
654	25477	131120
655	25515	131079
656	25549	131015
657	25591	130992
658	25632	130962
659	25668	130911
660	25709	130879
661	25744	130823
662	25779	130764
663	25819	130730
664	25858	130689
665	25890	130620
666	25926	130565
667	25964	130522
668	25998	130457
669	26030	130383
670	26067	130336
671	26101	130273
672	26137	130221
673	26174	130171
674	26206	130098
675	26239	130030
676	26275	129982
677	26315	129948
678	26356	129917
679	26392	129867
680	26428	129811
681	26462	129753
682	26500	129709
683	26536	129657
684	26582	129651
685	26615	129587
686	26650	129527
687	26697	129530
688	26730	129460
689	26763	129397
690	26806	129379
691	26846	129343
692	26882	129291
693	26917	129237
694	26960	129218
695	27000	129185
696	27044	129169
697	27083	129131
698	27119	129077
699	27158	129039
700	27195	128993
701	27242	128993
702	27285	128973
703	27325	128941
704	27365	128907
705	27407	128886
706	27453	128881
707	27491	128837
708	27539	128841
709	27578	128803
710	27619	128774
711	27664	128764
712	27706	128740
713	27743	128694
714	27779	128638
715	27815	128588
716	27847	128518
717	27886	128481
718	27921	128424
719	27964	128404
720	28001	128358
721	28036	128302
722	28068	128229
723	28107	128194
724	28146	128151
725	28190	128136
726	28227	128090
727	28263	128041
728	28307	128022
729	28345	127981
730	28387	127959
731	28429	127934
732	28467	127888
733	28507	127855
734	28541	127793
735	28578	127750
736	28622	127732
737	28658	127681
738	28694	127628
739	28735	127599
740	28775	127567
741	28815	127533
742	28858	127513
743	28897	127475
744	28946	127481
745	28985	127442
746	29023	127400
747	29058	127344
748	29100	127319
749	29140	127287
750	29173	127220
751	29210	127174
752	29247	127126
753	29286	127090
754	29326	127053
755	29363	127009
756	29403	126972
757	29435	126906
758	29477	126880
759	29513	126828
760	29548	126777
761	29590	126749
762	29628	126709
763	29662	126649
764	29697	126594
765	29737	126559
766	29777	126527
767	29813	126472
768	29849	126422
769	29879	126346
770	29917	126305
771	29957	126271
772	29995	126229
773	30032	126183
774	30072	126149
775	30106	126091
776	30141	126035
777	30173	125968
778	30208	125915
779	30243	125858
780	30283	125825
781	30322	125786
782	30358	125738
783	30394	125689
784	30430	125635
785	30469	125597
786	30500	125528
787	30538	125488
788	30577	125449
789	30611	125391
790	30646	125337
791	30680	125280
792	30716	125228
793	30747	125158
794	30779	125093
795	30820	125062
796	30857	125017
797	30893	124967
798	30934	124936
799	30975	124907
800	31015	124875
801	31052	124830
802	31086	124773
803	31119	124710
804	31152	124647
805	31188	124600
806	31229	124568
807	31265	124519
808	31300	124466
809	31335	124413
810	31374	124376
811	31412	124335
812	31452	124300
813	31496	124282
814	31533	124236
815	31571	124195
816	31607	124147
817	31640	124086
818	31677	124041
819	31710	123980
820	31743	123918
821	31781	123877
822	31820	123842
823	31853	123779
824	31887	123725
825	31923	123673
826	31961	123634
827	31996	123579
828	32040	123562
829	32077	123516
830	32113	123467
831	32150	123423
832	32185	123370
833	32225	123337
834	32264	123299
835	32298	123246
836	32339	123212
837	32372	123152
838	32407	123101
839	32436	123025
840	32476	122994
841	32510	122937
842	32550	122902
843	32586	122856
844	32615	122781
845	32657	122753
846	32693	122707
847	32732	122668
848	32764	122606
849	32801	122562
850	32835	122507
851	32872	122462
852	32908	122413
853	32943	122361
854	32986	122338
855	33018	122278
856	33054	122227
857	33090	122179
858	33125	122129
859	33161	122079
860	33200	122042
861	33236	121996
862	33268	121932
863	33300	121872
864	33340	121838
865	33377	121794
866	33414	121750
867	33454	121715
868	33492	121676
869	33535	121653
870	33580	121636
871	33614	121584
872	33655	121553
873	33691	121505
874	33727	121458
875	33766	121418
876	33804	121379
877	33841	121336
878	33880	121300
879	33919	121263
880	33959	121228
881	33996	121186
882	34038	121158
883	34074	121112
884	34110	121064
885	34145	121012
886	34179	120957
887	34211	120897
888	34240	120825
889	34280	120789
890	34318	120749
891	34352	120694
892	34381	120624
893	34414	120566
894	34446	120505
895	34537	120649
896	34577	120617
897	34613	120568
898	34649	120520
899	34690	120492
900	34726	120445
901	34762	120395
902	34797	120346
903	34834	120303
904	34868	120246
905	34902	120192
906	34944	120166
907	34987	120145
908	35027	120110
909	35065	120069
910	35102	120025
911	35138	119980
912	35178	119945
913	35213	119896
914	35245	119835
915	35284	119796
916	35325	119766
917	35359	119715
918	35398	119676
919	35438	119643
920	35477	119605
921	35515	119566
922	35555	119532
923	35591	119486
924	35625	119431
925	35656	119366
926	35689	119312
927	35720	119247
928	35765	119229
929	35802	119187
930	35843	119158
931	35880	119112
932	35922	119087
933	35965	119063
934	36001	119016
935	36041	118983
936	36071	118917
937	36115	118897
938	36151	118851
939	36187	118802
940	36218	118740
941	36257	118703
942	36296	118664
943	36330	118614
944	36361	118551
945	36399	118511
946	36430	118448
947	36466	118400
948	36503	118358
949	36538	118309
950	36578	118273
951	36615	118230
952	36652	118186
953	36690	118146
954	36731	118118
955	36771	118085
956	36812	118054
957	36852	118020
958	36888	117973
959	36925	117930
960	36961	117885
961	36996	117835
962	37029	117779
963	37068	117741
964	37104	117695
965	37142	117657
966	37179	117614
967	37215	117568
968	37251	117520
969	37285	117468
970	37319	117415
971	37353	117365
972	37394	117334
973	37433	117296
974	37477	117276
975	37517	117243
976	37555	117200
977	37587	117145
978	37621	117092
979	37659	117052
980	37693	116999
981	37727	116947
982	37763	116900
983	37797	116850
984	37830	116794
985	37864	116743
986	37897	116687
987	37929	116628
988	37969	116595
989	38012	116572
990	38051	116535
991	38081	116471
992	38114	116415
993	38145	116355
994	38178	116301
995	38214	116253
996	38252	116215
997	38290	116176
998	38322	116119
999	38359	116074
1000	38394	116027
1001	38432	115987
1002	38466	115936
1003	38502	115890
1004	38542	115858
1005	38585	115833
1006	38625	115799
1007	38661	115753
1008	38702	115723
1009	38743	115694
1010	38785	115667
1011	38825	115631
1012	38855	115567
1013	38893	115529
1014	38925	115471
1015	38961	115425
1016	38996	115378
1017	39033	115335
1018	39071	115296
1019	39102	115237
1020	39140	115198
1021	39180	115164
1022	39215	115117
1023	39251	115071
1024	39296	115053
1025	39335	115016
1026	39373	114976
1027	39408	114927
1028	39447	114893
1029	39480	114837
1030	39513	114783
1031	39549	114739
1032	39579	114678
1033	39612	114623
1034	39651	114585
1035	39689	114548
1036	39728	114510
1037	39758	114448
1038	39795	114406
1039	39832	114364
1040	39863	114305
1041	39898	114259
1042	39937	114222
1043	39973	114176
1044	40005	114120
1045	40041	114075
1046	40084	114051
1047	40120	114006
1048	40151	113947
1049	40187	113903
1050	40219	113846
1051	40252	113794
1052	40293	113763
1053	40335	113734
1054	40374	113697
1055	40419	113680
1056	40461	113650
1057	40494	113598
1058	40528	113549
1059	40563	113502
1060	40597	113452
1061	40635	113411
1062	40669	113360
1063	40711	113335
1064	40751	113300
1065	40795	113278
1066	40853	113295
1067	40896	113268
1068	40930	113220
1069	40965	113171
1070	41004	113135
1071	41042	113097
1072	41086	113072
1073	41123	113032
1074	41163	112999
1075	41235	113052
1076	41274	113015
1077	41313	112979
1078	41346	112927
1079	41380	112875
1080	41415	112829
1081	41451	112785
1082	41486	112736
1083	41521	112688
1084	41555	112639
1085	41593	112600
1086	41633	112567
1087	41674	112537
1088	41713	112499
1089	41749	112455
1090	41789	112420
1091	41826	112379
1092	41859	112328
1093	41891	112273
1094	41923	112217
1095	41964	112187
1096	42001	112144
1097	42041	112110
1098	42082	112078
1099	42126	112056
1100	42169	112030
1101	42208	111992
1102	42242	111943
1103	42278	111900
1104	42312	111850
1105	42347	111802
1106	42384	111760
1107	42423	111726
1108	42466	111698
1109	42502	111656
1110	42545	111630
1111	42585	111596
1112	42626	111563
1113	42670	111539
1114	42712	111512
1115	42753	111479
1116	42786	111429
1117	42828	111400
1118	42867	111363
1119	42900	111310
1120	42935	111265
1121	42974	111228
1122	43017	111201
1123	43051	111151
1124	43088	111110
1125	43127	111075
1126	43168	111043
1127	43208	111010
1128	43239	110951
1129	43277	110914
1130	43311	110863
1131	43346	110815
1132	43385	110781
1133	43424	110743
1134	43464	110710
1135	43512	110695
1136	43554	110668
1137	43595	110636
1138	43636	110604
1139	43679	110577
1140	43722	110552
1141	43758	110506
1142	43795	110466
1143	43835	110431
1144	43875	110397
1145	43924	110385
1146	43960	110342
1147	43996	110297
1148	44026	110238
1149	44059	110187
1150	44099	110153
1151	44137	110113
1152	44171	110064
1153	44212	110033
1154	44249	109992
1155	44287	109951
1156	44319	109897
1157	44352	109846
1158	44391	109809
1159	44426	109763
1160	44466	109729
1161	44500	109681
1162	44537	109640
1163	44570	109587
1164	44611	109557
1165	44644	109506
1166	44681	109464
1167	44716	109416
1168	44752	109373
1169	44787	109328
1170	44826	109289
1171	44859	109240
1172	44892	109187
1173	44930	109150
1174	44966	109105
1175	45005	109068
1176	45038	109019
1177	45079	108987
1178	45115	108943
1179	45150	108896
1180	45192	108868
1181	45223	108810
1182	45256	108761
1183	45299	108734
1184	45346	108715
1185	45378	108663
1186	45414	108619
1187	45454	108586
1188	45487	108533
1189	45525	108496
1190	45566	108464
1191	45605	108428
1192	45650	108404
1193	45691	108374
1194	45735	108349
1195	45774	108312
1196	45812	108274
1197	45850	108235
1198	45884	108185
1199	45921	108145
1200	45968	108127
1201	46000	108074
1202	46038	108034
1203	46071	107985
1204	46100	107924
1205	46133	107873
1206	46168	107828
1207	46207	107791
1208	46241	107744
1209	46281	107709
1210	46322	107677
1211	46356	107630
1212	46393	107588
1213	46433	107555
1214	46470	107512
1215	46501	107458
1216	46542	107425
1217	46579	107384
1218	46616	107343
1219	46656	107310
1220	46696	107275
1221	46729	107224
1222	46760	107170
1223	46796	107126
1224	46831	107080
1225	46867	107038
1226	46908	107006
1227	46953	106984
1228	46994	106951
1229	47029	106906
1230	47071	106875
1231	47110	106839
1232	47148	106800
1233	47186	106762
1234	47222	106719
1235	47259	106678
1236	47297	106638
1237	47331	106592
1238	47363	106539
1239	47402	106501
1240	47438	106458
1241	47477	106423
1242	47510	106373
1243	47542	106321
1244	47580	106281
1245	47617	106241
1246	47650	106191
1247	47683	106142
1248	47720	106100
1249	47761	106069
1250	47801	106033
1251	47832	105980
1252	47868	105936
1253	47904	105894
1254	47943	105857
1255	47976	105807
1256	48014	105768
1257	48052	105731
1258	48092	105696
1259	48125	105645
1260	48161	105603
1261	48194	105554
1262	48234	105519
1263	48267	105471
1264	48299	105417
1265	48333	105371
1266	48366	105322
1267	48402	105279
1268	48438	105235
1269	48476	105198
1270	48515	105162
1271	48555	105126
1272	48592	105085
1273	48627	105040
1274	48658	104986
1275	48697	104951
1276	48740	104923
1277	48782	104894
1278	48826	104867
1279	48861	104822
1280	48899	104784
1281	48931	104734
1282	48967	104689
1283	48997	104635
1284	49032	104590
1285	49072	104555
1286	49111	104518
1287	49148	104478
1288	49185	104438
1289	49219	104391
1290	49257	104352
1291	49297	104318
1292	49333	104275
1293	49369	104233
1294	49405	104190
1295	49447	104159
1296	49488	104127
1297	49524	104085
1298	49560	104042
1299	49600	104007
1300	49636	103965
1301	49672	103923
1302	49712	103888
1303	49748	103845
1304	49784	103803
1305	49822	103764
1306	49857	103720
1307	49895	103681
1308	49935	103646
1309	49972	103607
1310	50011	103571
1311	50050	103534
1312	50088	103496
1313	50129	103463
1314	50164	103418
1315	50204	103385
1316	50244	103349
1317	50283	103314
1318	50320	103274
1319	50352	103222
1320	50386	103176
1321	50423	103135
1322	50462	103099
1323	50500	103059
1324	50537	103020
1325	50572	102976
1326	50602	102921
1327	50642	102887
1328	50673	102834
1329	50706	102785
1330	50745	102748
1331	50778	102701
1332	50818	102665
1333	50851	102617
1334	50888	102578
1335	50930	102547
1336	50964	102499
1337	50998	102453
1338	51033	102410
1339	51068	102365
1340	51100	102314
1341	51135	102270
1342	51171	102228
1343	51201	102173
1344	51237	102132
1345	51273	102090
1346	51313	102056
1347	51354	102022
1348	51395	101990
1349	51435	101956
1350	51474	101920
1351	51511	101880
1352	51553	101848
1353	51590	101808
1354	51632	101778
1355	51695	101789
1356	51732	101749
1357	51771	101712
1358	51811	101679
1359	51850	101642
1360	51889	101605
1361	51938	101588
1362	51983	101563
1363	52021	101525
1364	52062	101493
1365	52098	101451
1366	52134	101408
1367	52166	101359
1368	52199	101310
1369	52238	101273
1370	52273	101229
1371	52311	101192
1372	52356	101167
1373	52399	101138
1374	52439	101103
1375	52470	101051
1376	52507	101010
1377	52548	100978
1378	52587	100941
1379	52631	100915
1380	52667	100872
1381	52702	100828
1382	52739	100788
1383	52775	100745
1384	52811	100704
1385	52844	100657
1386	52881	100616
1387	52922	100583
1388	52969	100561
1389	53005	100519
1390	53047	100488
1391	53082	100444
1392	53135	100434
1393	53174	100398
1394	53230	100393
1395	53271	100361
1396	53306	100317
1397	53350	100289
1398	53384	100243
1399	53423	100207
1400	53464	100175
1401	53503	100138
1402	53548	100112
1403	53595	100090
1404	53628	100043
1405	53664	100001
1406	53695	99949
1407	53731	99907
1408	53771	99872
1409	53802	99820
1410	53843	99788
1411	53880	99747
1412	53910	99693
1413	53948	99656
1414	53984	99613
1415	54020	99570
1416	54061	99539
1417	54114	99528
1418	54153	99491
1419	54204	99477
1420	54239	99432
1421	54276	99392
1422	54310	99346
1423	54348	99308
1424	54387	99270
1425	54423	99229
1426	54463	99194
1427	54497	99148
1428	54538	99114
1429	54571	99068
1430	54610	99032
1431	54641	98980
1432	54674	98932
1433	54713	98896
1434	54745	98847
1435	54779	98800
1436	54815	98760
1437	54849	98713
1438	54887	98675
1439	54929	98644
1440	54998	98660
1441	55035	98622
1442	55070	98577
1443	55107	98536
1444	55150	98508
1445	55185	98463
1446	55217	98413
1447	55255	98376
1448	55292	98335
1449	55326	98289
1450	55363	98250
1451	55398	98205
1452	55431	98159
1453	55468	98118
1454	55501	98071
1455	55539	98034
1456	55574	97989
1457	55616	97959
1458	55647	97906
1459	55683	97866
1460	55718	97822
1461	55748	97768
1462	55788	97734
1463	55828	97700
1464	55863	97656
1465	55904	97623
1466	55941	97583
1467	55979	97545
1468	56018	97508
1469	56054	97465
1470	56088	97421
1471	56126	97382
1472	56159	97335
1473	56192	97288
1474	56226	97243
1475	56264	97205
1476	56294	97152
1477	56331	97113
1478	56365	97066
1479	56400	97023
1480	56434	96979
1481	56474	96944
1482	56515	96911
1483	56556	96878
1484	56597	96845
1485	56631	96799
1486	56668	96759
1487	56704	96717
1488	56738	96673
1489	56776	96633
1490	56811	96590
1491	56845	96546
1492	56879	96501
1493	56921	96469
1494	56966	96443
1495	57002	96400
1496	57039	96360
1497	57080	96327
1498	57113	96281
1499	57148	96237
1500	57177	96184
1501	57215	96146
1502	57248	96099
1503	57282	96054
1504	57320	96017
1505	57353	95969
1506	57389	95929
1507	57429	95893
1508	57467	95855
1509	57499	95807
1510	57537	95768
1511	57574	95729
1512	57612	95690
1513	57648	95649
1514	57686	95611
1515	57726	95575
1516	57764	95538
1517	57806	95506
1518	57845	95469
1519	57881	95428
1520	57917	95386
1521	57954	95347
1522	57997	95316
1523	58037	95281
1524	58077	95246
1525	58116	95209
1526	58154	95171
1527	58194	95137
1528	58223	95085
1529	58259	95042
1530	58294	95000
1531	58328	94955
1532	58364	94914
1533	58399	94870
1534	58435	94828
1535	58470	94785
1536	58503	94740
1537	58543	94704
1538	58578	94661
1539	58614	94619
1540	58653	94584
1541	58692	94546
1542	58732	94511
1543	58769	94472
1544	58809	94437
1545	58849	94403
1546	58887	94365
1547	58927	94328
1548	58970	94298
1549	59007	94259
1550	59042	94216
1551	59076	94171
1552	59108	94124
1553	59145	94085
1554	59182	94045
1555	59222	94009
1556	59261	93974
1557	59300	93936
1558	59335	93893
1559	59368	93848
1560	59406	93809
1561	59439	93763
1562	59470	93715
1563	59506	93672
1564	59540	93628
1565	59573	93582
1566	59609	93541
1567	59647	93503
1568	59686	93466
1569	59724	93429
1570	59769	93402
1571	59809	93366
1572	59841	93319
1573	59877	93278
1574	59920	93247
1575	59958	93209
1576	59993	93167
1577	60026	93121
1578	60061	93077
1579	60097	93036
1580	60129	92990
1581	60164	92947
1582	60199	92904
1583	60235	92862
1584	60273	92825
1585	60307	92781
1586	60344	92741
1587	60379	92698
1588	60419	92663
1589	60457	92626
1590	60489	92577
1591	60521	92530
1592	60562	92496
1593	60598	92456
1594	60637	92420
1595	60677	92384
1596	60721	92355
1597	60752	92307
1598	60791	92271
1599	60826	92228
1600	60863	92188
1601	60901	92150
1602	60944	92120
1603	60988	92091
1604	61022	92046
1605	61063	92013
1606	61102	91976
1607	61138	91936
1608	61176	91897
1609	61223	91872
1610	61262	91837
1611	61305	91805
1612	61343	91768
1613	61375	91720
1614	61410	91677
1615	61448	91641
1616	61486	91602
1617	61521	91559
1618	61551	91509
1619	61587	91469
1620	61623	91427
1621	61660	91388
1622	61695	91345
1623	61735	91310
1624	61772	91270
1625	61809	91231
1626	61846	91192
1627	61883	91152
1628	61920	91113
1629	61960	91077
1630	62004	91049
1631	62041	91009
1632	62076	90966
1633	62118	90934
1634	62156	90897
1635	62194	90858
1636	62229	90816
1637	62267	90778
1638	62303	90736
1639	62338	90694
1640	62373	90652
1641	62410	90613
1642	62453	90582
1643	62486	90536
1644	62525	90500
1645	62561	90460
1646	62599	90421
1647	62639	90386
1648	62678	90350
1649	62710	90303
1650	62752	90270
1651	62791	90233
1652	62828	90194
1653	62866	90156
1654	62903	90117
1655	62942	90080
1656	62985	90049
1657	63018	90004
1658	63053	89962
1659	63089	89922
1660	63126	89882
1661	63156	89833
1662	63191	89790
1663	63227	89749
1664	63264	89709
1665	63303	89674
